path,label,generator,domain,split
data/wildfake/adm/c863ccaa056eb1f8.jpg,1,adm,imagenet,val
data/wildfake/adm/01e2c71173f5c5c3.jpg,1,adm,imagenet,val
data/wildfake/adm/e89546dd6a49dd1c.jpg,1,adm,imagenet,val
data/wildfake/adm/434b2063a609d47c.jpg,1,adm,imagenet,val
data/wildfake/adm/631c2172bfa0c068.jpg,1,adm,imagenet,val
data/wildfake/adm/6b7b9d86b2e7d421.jpg,1,adm,imagenet,val
data/wildfake/adm/faac77dac6e0e670.jpg,1,adm,imagenet,val
data/wildfake/adm/a3aed8a5b8d97367.jpg,1,adm,imagenet,val
data/wildfake/adm/316b0e7bc00e3841.jpg,1,adm,imagenet,val
data/wildfake/adm/b5afb459ad42edd1.jpg,1,adm,imagenet,val
data/wildfake/adm/049141877135fa07.jpg,1,adm,imagenet,val
data/wildfake/adm/b67d2d98e1844ebb.jpg,1,adm,imagenet,val
data/wildfake/adm/b4605326ff5425bb.jpg,1,adm,imagenet,val
data/wildfake/adm/06e20072f885cf36.jpg,1,adm,imagenet,val
data/wildfake/adm/f9a4bcb54031c4a1.jpg,1,adm,imagenet,val
data/wildfake/adm/ede94e07dca5f117.jpg,1,adm,imagenet,val
data/wildfake/adm/fa08fe270d4513a6.jpg,1,adm,imagenet,val
data/wildfake/adm/b690ee55c5350e04.jpg,1,adm,imagenet,val
data/wildfake/adm/722b7dc81e237ac8.jpg,1,adm,imagenet,val
data/wildfake/adm/7b5cb43cfc038199.jpg,1,adm,imagenet,val
data/wildfake/adm/5b1f7408ac2d2a67.jpg,1,adm,imagenet,val
data/wildfake/adm/1799ff9726235f52.jpg,1,adm,imagenet,val
data/wildfake/adm/eed5f39293997e1c.jpg,1,adm,imagenet,val
data/wildfake/adm/95bb4e4bca98b4ce.jpg,1,adm,imagenet,val
data/wildfake/adm/60968def243f38dd.jpg,1,adm,imagenet,val
data/wildfake/adm/ebd60601b3eabd56.jpg,1,adm,imagenet,val
data/wildfake/adm/0bd20579682519e4.jpg,1,adm,imagenet,val
data/wildfake/adm/b1207d8225404263.jpg,1,adm,imagenet,val
data/wildfake/adm/46784b4f70de6deb.jpg,1,adm,imagenet,val
data/wildfake/adm/66cbacc6a10756ef.jpg,1,adm,imagenet,val
data/wildfake/adm/e361bf08769719b5.jpg,1,adm,imagenet,val
data/wildfake/adm/0c8691501cda3f26.jpg,1,adm,imagenet,val
data/wildfake/adm/be90b6c7da588239.jpg,1,adm,imagenet,val
data/wildfake/adm/224fbefbbfe0f9d7.jpg,1,adm,imagenet,val
data/wildfake/adm/c16b0c11196e63a1.jpg,1,adm,imagenet,val
data/wildfake/adm/b91ad2b2fe099412.jpg,1,adm,imagenet,val
data/wildfake/adm/10daa3935c15d5a4.jpg,1,adm,imagenet,val
data/wildfake/adm/1b2ffc63ab31bcaf.jpg,1,adm,imagenet,val
data/wildfake/adm/c731552e49dd565b.jpg,1,adm,imagenet,val
data/wildfake/adm/2ed7891593301c22.jpg,1,adm,imagenet,val
data/wildfake/adm/148a70aa4b34d8d5.jpg,1,adm,imagenet,val
data/wildfake/adm/54a64433dd1f9caa.jpg,1,adm,imagenet,val
data/wildfake/adm/3ff588c45a39e7de.jpg,1,adm,imagenet,val
data/wildfake/adm/cfb5dc48200f89e5.jpg,1,adm,imagenet,val
data/wildfake/adm/73d154b180ebfc7d.jpg,1,adm,imagenet,val
data/wildfake/adm/b6f2182c5cb1f1e0.jpg,1,adm,imagenet,val
data/wildfake/adm/4cdebd480e9b4dbb.jpg,1,adm,imagenet,val
data/wildfake/adm/ea5189b5f050bcb7.jpg,1,adm,imagenet,val
data/wildfake/adm/2ae35cfc01aea292.jpg,1,adm,imagenet,val
data/wildfake/adm/121042568d20729a.jpg,1,adm,imagenet,val
data/wildfake/adm/31e988922251c601.jpg,1,adm,imagenet,val
data/wildfake/adm/de115e9a58090b01.jpg,1,adm,imagenet,val
data/wildfake/adm/b56c032c276e2e17.jpg,1,adm,imagenet,val
data/wildfake/adm/c93305e3fbb5467c.jpg,1,adm,imagenet,val
data/wildfake/adm/e636c0a610a2b69f.jpg,1,adm,imagenet,val
data/wildfake/adm/e2b307f93d93ab30.jpg,1,adm,imagenet,val
data/wildfake/adm/db74bb018809c79d.jpg,1,adm,imagenet,val
data/wildfake/adm/e04dba603340ecfc.jpg,1,adm,imagenet,val
data/wildfake/adm/4d0f804de62ca378.jpg,1,adm,imagenet,val
data/wildfake/adm/ed2b63cb6790c137.jpg,1,adm,imagenet,val
data/wildfake/adm/86e8f00fa463511d.jpg,1,adm,imagenet,val
data/wildfake/adm/307dc998a55d2c23.jpg,1,adm,imagenet,val
data/wildfake/adm/9cd715896e78e570.jpg,1,adm,imagenet,val
data/wildfake/adm/832a1f6cff7124dd.jpg,1,adm,imagenet,val
data/wildfake/adm/d5ab51b077d320d2.jpg,1,adm,imagenet,val
data/wildfake/adm/dc215f57f4e8786c.jpg,1,adm,imagenet,val
data/wildfake/adm/299e40d3fdcc87cb.jpg,1,adm,imagenet,val
data/wildfake/adm/662caeee1f3bf7b0.jpg,1,adm,imagenet,val
data/wildfake/adm/691a8669a87bf77c.jpg,1,adm,imagenet,val
data/wildfake/adm/adb3a0513e2e40d4.jpg,1,adm,imagenet,val
data/wildfake/adm/b96dcf8f5b44f400.jpg,1,adm,imagenet,test
data/wildfake/adm/19b19dd6d71eff7e.jpg,1,adm,imagenet,test
data/wildfake/adm/3bf73f2040d93643.jpg,1,adm,imagenet,test
data/wildfake/adm/37f75140c8c49e3d.jpg,1,adm,imagenet,test
data/wildfake/adm/2b4a92a72bf7c4d6.jpg,1,adm,imagenet,test
data/wildfake/adm/46000fd74408fefa.jpg,1,adm,imagenet,test
data/wildfake/adm/5963f6b9c58aa7b6.jpg,1,adm,imagenet,test
data/wildfake/adm/794ae165ea34fbb7.jpg,1,adm,imagenet,test
data/wildfake/adm/9137a226dc30569d.jpg,1,adm,imagenet,test
data/wildfake/adm/2394b4b5c157cb20.jpg,1,adm,imagenet,test
data/wildfake/adm/6dbc36ac925a7e23.jpg,1,adm,imagenet,test
data/wildfake/adm/360e7355a6bed6b5.jpg,1,adm,imagenet,test
data/wildfake/adm/98664353c7c8717e.jpg,1,adm,imagenet,test
data/wildfake/adm/c9f92fe325811773.jpg,1,adm,imagenet,test
data/wildfake/adm/c5080e8fc910be89.jpg,1,adm,imagenet,test
data/wildfake/adm/c0d9b63ed18778c5.jpg,1,adm,imagenet,test
data/wildfake/adm/5a3bb02fd1b3b302.jpg,1,adm,imagenet,test
data/wildfake/adm/c5266e86caaa9177.jpg,1,adm,imagenet,test
data/wildfake/adm/1e174cf6861708ae.jpg,1,adm,imagenet,test
data/wildfake/adm/3cd88db6ec4d31a7.jpg,1,adm,imagenet,test
data/wildfake/adm/d93d22ff74adf233.jpg,1,adm,imagenet,test
data/wildfake/adm/4f4e2c50caf8e469.jpg,1,adm,imagenet,test
data/wildfake/adm/20bc2987e8edaf9d.jpg,1,adm,imagenet,test
data/wildfake/adm/d0a8a34183e320a5.jpg,1,adm,imagenet,test
data/wildfake/adm/3f494c7869659c41.jpg,1,adm,imagenet,test
data/wildfake/adm/3218729781290417.jpg,1,adm,imagenet,test
data/wildfake/adm/e9b9a7e8b61e9c93.jpg,1,adm,imagenet,test
data/wildfake/adm/7b8de59b14e56556.jpg,1,adm,imagenet,test
data/wildfake/adm/b728ad8434ab231f.jpg,1,adm,imagenet,test
data/wildfake/adm/c8224f11f74dcd58.jpg,1,adm,imagenet,test
data/wildfake/adm/f9aef00024a0765f.jpg,1,adm,imagenet,test
data/wildfake/adm/2c378abb9f0dbecc.jpg,1,adm,imagenet,test
data/wildfake/adm/7eb70d8f9048448b.jpg,1,adm,imagenet,test
data/wildfake/adm/3aa4d78f45ea8717.jpg,1,adm,imagenet,test
data/wildfake/adm/bba3c56cb36b0899.jpg,1,adm,imagenet,test
data/wildfake/adm/de6332c9369e6479.jpg,1,adm,imagenet,test
data/wildfake/adm/2e258ef5421d50eb.jpg,1,adm,imagenet,test
data/wildfake/adm/610157106ce649a8.jpg,1,adm,imagenet,test
data/wildfake/adm/252b2dec54579df4.jpg,1,adm,imagenet,test
data/wildfake/adm/3b1c189b2c03ff91.jpg,1,adm,imagenet,test
data/wildfake/adm/04754cc15111d9ce.jpg,1,adm,imagenet,test
data/wildfake/adm/384ec0ca78afa455.jpg,1,adm,imagenet,test
data/wildfake/adm/5499e9a9d667c6a1.jpg,1,adm,imagenet,test
data/wildfake/adm/9e9b1da40b5d9559.jpg,1,adm,imagenet,test
data/wildfake/adm/a917f52c228e79b2.jpg,1,adm,imagenet,test
data/wildfake/adm/bf82c8740afcc775.jpg,1,adm,imagenet,test
data/wildfake/adm/c6667b875af9ce93.jpg,1,adm,imagenet,test
data/wildfake/adm/059f0737e421376e.jpg,1,adm,imagenet,test
data/wildfake/adm/ef331e281c9dd1bd.jpg,1,adm,imagenet,test
data/wildfake/adm/583acd4d010eaa65.jpg,1,adm,imagenet,test
data/wildfake/adm/eb67a21d4fb421a2.jpg,1,adm,imagenet,test
data/wildfake/adm/eb3cbd8760064cdb.jpg,1,adm,imagenet,test
data/wildfake/adm/3bf566c6e3019c2d.jpg,1,adm,imagenet,test
data/wildfake/adm/e0e1d1d757c58236.jpg,1,adm,imagenet,test
data/wildfake/adm/b442bea361e72744.jpg,1,adm,imagenet,test
data/wildfake/adm/e2cb3281334ae4c1.jpg,1,adm,imagenet,test
data/wildfake/adm/fad22b4d1f3614f5.jpg,1,adm,imagenet,test
data/wildfake/adm/619e2eb39c4bf23d.jpg,1,adm,imagenet,test
data/wildfake/adm/c3a0d3d1b3d6ae6b.jpg,1,adm,imagenet,test
data/wildfake/adm/b7127bc26a151c88.jpg,1,adm,imagenet,test
data/wildfake/adm/01d5a5d850656184.jpg,1,adm,imagenet,test
data/wildfake/adm/d137ffd4b1fcb406.jpg,1,adm,imagenet,test
data/wildfake/adm/b3e76249804f2f0c.jpg,1,adm,imagenet,test
data/wildfake/adm/7e7a583cf8c3d6de.jpg,1,adm,imagenet,test
data/wildfake/adm/4ff49412b198aa32.jpg,1,adm,imagenet,test
data/wildfake/adm/3bf8a135e9c0c659.jpg,1,adm,imagenet,test
data/wildfake/adm/69dc08597c4dd0e7.jpg,1,adm,imagenet,test
data/wildfake/adm/23154ebd3797050e.jpg,1,adm,imagenet,test
data/wildfake/adm/32e998e2f49ef165.jpg,1,adm,imagenet,test
data/wildfake/adm/d93e1049e5623959.jpg,1,adm,imagenet,test
data/wildfake/adm/255f8497d30932c2.jpg,1,adm,imagenet,train
data/wildfake/adm/7f827ea8ddd4157a.jpg,1,adm,imagenet,train
data/wildfake/adm/59b5109ece003cff.jpg,1,adm,imagenet,train
data/wildfake/adm/c47cc1f31ab1e9d4.jpg,1,adm,imagenet,train
data/wildfake/adm/9a72aabc0c0a0770.jpg,1,adm,imagenet,train
data/wildfake/adm/1c040942a92bcbc8.jpg,1,adm,imagenet,train
data/wildfake/adm/4eeed566918753e1.jpg,1,adm,imagenet,train
data/wildfake/adm/5f0850044effc94f.jpg,1,adm,imagenet,train
data/wildfake/adm/b668008db217cc62.jpg,1,adm,imagenet,train
data/wildfake/adm/07f3467bde3ce68d.jpg,1,adm,imagenet,train
data/wildfake/adm/dcb9f702bd50a05c.jpg,1,adm,imagenet,train
data/wildfake/adm/6cbdab5171775b1b.jpg,1,adm,imagenet,train
data/wildfake/adm/925938efb32d7516.jpg,1,adm,imagenet,train
data/wildfake/adm/581311d3fc6928fd.jpg,1,adm,imagenet,train
data/wildfake/adm/1fff5659e1e09f05.jpg,1,adm,imagenet,train
data/wildfake/adm/a12f4b4436a84358.jpg,1,adm,imagenet,train
data/wildfake/adm/d94e71bed77f9c93.jpg,1,adm,imagenet,train
data/wildfake/adm/1a97194e4c77f194.jpg,1,adm,imagenet,train
data/wildfake/adm/99a41a9434eb0a7c.jpg,1,adm,imagenet,train
data/wildfake/adm/fb86942c451be7e3.jpg,1,adm,imagenet,train
data/wildfake/adm/79897e0b17924892.jpg,1,adm,imagenet,train
data/wildfake/adm/87d27411849d73a1.jpg,1,adm,imagenet,train
data/wildfake/adm/ab8ccfa12038901d.jpg,1,adm,imagenet,train
data/wildfake/adm/f9fd0f3e7a173da9.jpg,1,adm,imagenet,train
data/wildfake/adm/ddabb29fece96925.jpg,1,adm,imagenet,train
data/wildfake/adm/5eda9cdfbe852b84.jpg,1,adm,imagenet,train
data/wildfake/adm/f96f155feab12887.jpg,1,adm,imagenet,train
data/wildfake/adm/d7f615309c018478.jpg,1,adm,imagenet,train
data/wildfake/adm/e6566448f27b81e7.jpg,1,adm,imagenet,train
data/wildfake/adm/8477d49c5ef0bf40.jpg,1,adm,imagenet,train
data/wildfake/adm/12fca602bf99d56d.jpg,1,adm,imagenet,train
data/wildfake/adm/a556b87ad6a40f10.jpg,1,adm,imagenet,train
data/wildfake/adm/783dcda73d85a4a5.jpg,1,adm,imagenet,train
data/wildfake/adm/112dae979edee48e.jpg,1,adm,imagenet,train
data/wildfake/adm/bea6076730a4c831.jpg,1,adm,imagenet,train
